               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 133,            0.021487,            0.015995,           0.0015867,             0.87616,             0.83392,             0.88779,             0.58375,            0.026479,            0.016892,            0.016934,            0.001288,            0.001288,            0.001288
                 134,            0.021873,              0.0148,           0.0020215,             0.86975,             0.83322,             0.88685,             0.58331,            0.026808,            0.017383,             0.01864,            0.001222,            0.001222,            0.001222
                 135,            0.022039,            0.015479,           0.0020679,             0.86947,             0.82954,             0.88483,             0.58256,            0.026818,            0.017771,            0.019645,            0.001156,            0.001156,            0.001156
                 136,            0.021443,            0.014672,           0.0015864,             0.88531,             0.82865,             0.88759,             0.58104,            0.026736,            0.017522,             0.01971,             0.00109,             0.00109,             0.00109
                 137,            0.021374,             0.01413,           0.0017533,             0.89052,              0.8345,             0.88943,             0.58189,            0.026868,            0.017905,            0.016785,            0.001024,            0.001024,            0.001024
                 138,            0.021368,            0.015271,            0.001828,             0.89966,             0.82286,             0.88826,              0.5842,            0.026913,            0.018347,            0.015411,            0.000958,            0.000958,            0.000958
                 139,            0.021705,            0.015516,           0.0019074,             0.89478,             0.81802,             0.88491,             0.58511,            0.027099,            0.018973,            0.013388,            0.000892,            0.000892,            0.000892
                 140,            0.021341,             0.01566,           0.0015945,              0.8863,             0.82142,             0.88319,             0.58547,            0.027147,            0.018305,            0.013409,            0.000826,            0.000826,            0.000826
                 141,            0.021588,            0.015847,           0.0017402,             0.89519,             0.82707,             0.88803,             0.58878,            0.026638,             0.01774,            0.012689,             0.00076,             0.00076,             0.00076
                 142,            0.021641,            0.015389,            0.001586,             0.89055,             0.82999,             0.88652,             0.58266,            0.026739,            0.017705,            0.014773,            0.000694,            0.000694,            0.000694
                 143,            0.020918,            0.014952,           0.0016392,             0.88385,             0.83937,              0.8881,             0.58513,              0.0268,             0.01764,            0.016589,            0.000628,            0.000628,            0.000628
                 144,             0.02113,            0.014598,           0.0015279,             0.87752,             0.83912,              0.8882,             0.58115,            0.027129,            0.017679,            0.018472,            0.000562,            0.000562,            0.000562
                 145,            0.021396,            0.015899,           0.0015802,             0.87231,              0.8313,             0.88376,             0.58397,            0.026663,            0.017855,            0.017313,            0.000496,            0.000496,            0.000496
                 146,            0.020923,            0.014508,           0.0016461,             0.87341,             0.84037,             0.88899,              0.5877,            0.026684,            0.017725,            0.014702,             0.00043,             0.00043,             0.00043
                 147,            0.021101,            0.016007,            0.001848,             0.88889,             0.83254,             0.89039,             0.58727,            0.026755,            0.017478,            0.012374,            0.000364,            0.000364,            0.000364
                 148,            0.020295,            0.014301,           0.0015727,             0.88421,              0.8352,             0.89072,             0.58494,            0.026687,            0.017384,            0.012352,            0.000298,            0.000298,            0.000298
                 149,            0.020387,            0.015238,           0.0014685,             0.88594,             0.83523,             0.89059,             0.58616,            0.026564,            0.017331,            0.012408,            0.000232,            0.000232,            0.000232
